,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
4347,Young Thug And Travis Scott Featuring Quavo,+1,49,43,48,4GXl8l1MfZPf2GvpyRPJBf,https://embed.spotify.com/?uri=spotify:track:4GXl8l1MfZPf2GvpyRPJBf,Pick Up The Phone,,8,2016-10-22
4348,Future Featuring The Weeknd,-7,42,18,49,71SDPonZOsIKNtqnaX8LXj,https://embed.spotify.com/?uri=spotify:track:71SDPonZOsIKNtqnaX8LXj,Low Life,http://cache.vevo.com/assets/html/embed.html?video=USSM21600522&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,35,2016-10-22
4349,Billy Currington,-6,44,44,50,2ULh6nNdjEs8kQB6Ry0HHY,https://embed.spotify.com/?uri=spotify:track:2ULh6nNdjEs8kQB6Ry0HHY,It Don't Hurt Like It Used To,,11,2016-10-22
4350,Chance The Rapper Featuring Lil Wayne & 2 Chainz,+3,54,43,51,0v9Wz8o0BT8DU38R4ddjeH,https://embed.spotify.com/?uri=spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem,,20,2016-10-22
4351,"DJ Khaled Featuring Nicki Minaj, Chris Brown & August Alsina",+30,82,27,52,4VJ7mnW4wjjIgPBM6KWvPu,https://embed.spotify.com/?uri=spotify:track:4VJ7mnW4wjjIgPBM6KWvPu,Do You Mind,http://cache.vevo.com/assets/html/embed.html?video=USSM21601553&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-10-22
4352,Cole Swindell,+3,56,46,53,38gZVjeaeR3gcnCzziAxBm,https://embed.spotify.com/?uri=spotify:track:38gZVjeaeR3gcnCzziAxBm,Middle Of A Memory,http://cache.vevo.com/assets/html/embed.html?video=USWBV1600361&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-10-22
4353,Kanye West,+4,58,47,54,6zC8Ym9uvxbaVcp3Z9M3fL,https://embed.spotify.com/?uri=spotify:track:6zC8Ym9uvxbaVcp3Z9M3fL,Fade,http://cache.vevo.com/assets/html/embed.html?video=USUV71602564&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-22
4354,Luke Bryan,+6,61,50,55,7JlZbmuxjHWadfiyLSX97D,https://embed.spotify.com/?uri=spotify:track:7JlZbmuxjHWadfiyLSX97D,Move,http://cache.vevo.com/assets/html/embed.html?video=USUV71601169&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-22
4355,Kanye West,+1,57,37,56,6QO46cJfmFvvCKUgauKOKS,https://embed.spotify.com/?uri=spotify:track:6QO46cJfmFvvCKUgauKOKS,Father Stretch My Hands Pt. 1,,22,2016-10-22
4356,Lil Yachty,+5,62,49,57,7MhuhTxD0YYbdziA8d5Q4U,https://embed.spotify.com/?uri=spotify:track:7MhuhTxD0YYbdziA8d5Q4U,1 Night,,9,2016-10-22
4357,LoCash,+14,72,52,58,7IRar8jTj26iBSeMzs2Fr8,https://embed.spotify.com/?uri=spotify:track:7IRar8jTj26iBSeMzs2Fr8,I Know Somebody,,6,2016-10-22
4358,Florida Georgia Line Featuring Tim McGraw,+6,65,30,59,2cuGAe3C8BHJN57JASaS3P,https://embed.spotify.com/?uri=spotify:track:2cuGAe3C8BHJN57JASaS3P,May We All,http://cache.vevo.com/assets/html/embed.html?video=QM3E21602033&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-10-22
4359,Flume Featuring Tove Lo,New,0,60,60,217xrcrbBtgJhvlHicxTSH,https://embed.spotify.com/?uri=spotify:track:217xrcrbBtgJhvlHicxTSH,Say It,,1,2016-10-22
4360,William Michael Morgan,-1,60,60,61,0pgDGl7cwvwRPxWOlUcJie,https://embed.spotify.com/?uri=spotify:track:0pgDGl7cwvwRPxWOlUcJie,I Met A Girl,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500994&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-22
4361,Tucker Beathard,+5,67,62,62,4plhHbrWLbmIDCLiqesqdq,https://embed.spotify.com/?uri=spotify:track:4plhHbrWLbmIDCLiqesqdq,Rock On,http://cache.vevo.com/assets/html/embed.html?video=USCJY1633023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-10-22
4362,The Weeknd,New,0,55,63,6zeGrGo9LKCSVl1xeKv1ar,https://embed.spotify.com/?uri=spotify:track:6zeGrGo9LKCSVl1xeKv1ar,False Alarm,http://cache.vevo.com/assets/html/embed.html?video=USUMV1600415&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-22
4363,Miranda Lambert,0,64,47,64,63lHuquEopEUiwPy6VLxlb,https://embed.spotify.com/?uri=spotify:track:63lHuquEopEUiwPy6VLxlb,Vice,http://cache.vevo.com/assets/html/embed.html?video=US6XF1600031&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-10-22
4364,PARTYNEXTDOOR Featuring Drake,+5,70,55,65,5KdhJG3BXUmLoO4JdycCPw,https://embed.spotify.com/?uri=spotify:track:5KdhJG3BXUmLoO4JdycCPw,Come And See Me,,14,2016-10-22
4365,Jason Aldean,+5,71,52,66,7aVgSjwudkZey7smIznis2,https://embed.spotify.com/?uri=spotify:track:7aVgSjwudkZey7smIznis2,A Little More Summertime,http://cache.vevo.com/assets/html/embed.html?video=US58E1692558&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-22
4366,Dierks Bentley Featuring Elle King,-12,55,42,67,0iIReFSw0XoZ61SDy5uaqU,https://embed.spotify.com/?uri=spotify:track:0iIReFSw0XoZ61SDy5uaqU,Different For Girls,http://cache.vevo.com/assets/html/embed.html?video=USUV71601528&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-10-22
4367,Lil Uzi Vert,-2,66,54,68,1QMCsDhbrqwBvDRXSaeh9r,https://embed.spotify.com/?uri=spotify:track:1QMCsDhbrqwBvDRXSaeh9r,Money Longer,http://cache.vevo.com/assets/html/embed.html?video=USATV1600819&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,17,2016-10-22
4368,Lady Gaga,-10,59,15,69,66dMATdBD3yBL8RjoGVuxf,https://embed.spotify.com/?uri=spotify:track:66dMATdBD3yBL8RjoGVuxf,Perfect Illusion,http://cache.vevo.com/assets/html/embed.html?video=USUV71602754&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-22
4369,Brett Young,+6,76,47,70,0cPpeC9kkHF1SxE4mi3s8J,https://embed.spotify.com/?uri=spotify:track:0cPpeC9kkHF1SxE4mi3s8J,Sleep Without You,http://cache.vevo.com/assets/html/embed.html?video=QM3E21606000&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-22
4370,DJ ESCO Featuring Future & Lil Uzi Vert,+8,79,50,71,5oyUurs28XRagLa8lgm6V3,https://embed.spotify.com/?uri=spotify:track:5oyUurs28XRagLa8lgm6V3,Too Much Sauce,http://cache.vevo.com/assets/html/embed.html?video=USSM21601657&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-22
4371,21 Savage & Metro Boomin Featuring Future,+6,78,36,72,6fwdbPMwP1zVStm8FybmkO,https://embed.spotify.com/?uri=spotify:track:6fwdbPMwP1zVStm8FybmkO,X,,4,2016-10-22
4372,"Artists Of Then, Now & Forever",-39,34,21,73,3WWVDPjihd1VITBLF10nha,https://embed.spotify.com/?uri=spotify:track:3WWVDPjihd1VITBLF10nha,Forever Country,http://cache.vevo.com/assets/html/embed.html?video=USUMV1600430&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-22
4373,Solange,New,0,74,74,48EjSdYh8wz2gBxxqzrsLe,https://embed.spotify.com/?uri=spotify:track:48EjSdYh8wz2gBxxqzrsLe,Cranes In The Sky,http://cache.vevo.com/assets/html/embed.html?video=USSM21601548&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-22
4374,Marc E. Bassy Featuring G-Eazy,-1,74,58,75,0qRZ9ydGdzeVk3S01pLGoJ,https://embed.spotify.com/?uri=spotify:track:0qRZ9ydGdzeVk3S01pLGoJ,You & Me,,13,2016-10-22
4375,Shawn Mendes,-8,68,17,76,1oHCgpheYhmhQbhCmbhpWn,https://embed.spotify.com/?uri=spotify:track:1oHCgpheYhmhQbhCmbhpWn,Mercy,http://cache.vevo.com/assets/html/embed.html?video=USUV71602267&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-22
4376,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",+16,93,77,77,3CBjt0dsLlaz9h2OodDYAW,https://embed.spotify.com/?uri=spotify:track:3CBjt0dsLlaz9h2OodDYAW,Wishing,http://cache.vevo.com/assets/html/embed.html?video=USKO11090670&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-10-22
4377,Lil Uzi Vert,+7,85,40,78,2ANLarE8yHVsLWW21nj79M,https://embed.spotify.com/?uri=spotify:track:2ANLarE8yHVsLWW21nj79M,You Was Right,http://cache.vevo.com/assets/html/embed.html?video=USATV1601008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-10-22
4378,Fifth Harmony Featuring Fetty Wap,-2,77,24,79,7nD9nN3jord9wWcfW3Gkcm,https://embed.spotify.com/?uri=spotify:track:7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex),http://cache.vevo.com/assets/html/embed.html?video=USSM21600924&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-10-22
4379,Kelsea Ballerini,-11,69,35,80,2wqXQjOmQ9KoBm9Ssgt4Fo,https://embed.spotify.com/?uri=spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo,Peter Pan,http://cache.vevo.com/assets/html/embed.html?video=USS9T1600022&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-10-22
4380,Beyonce,+6,87,13,81,63FzG2Tj8GyK7pkEBKXZPM,https://embed.spotify.com/?uri=spotify:track:63FzG2Tj8GyK7pkEBKXZPM,Hold Up,,10,2016-10-22
4381,Dae Dae,+2,84,66,82,46IdjlVO3EmaMqooXZ1Hcu,https://embed.spotify.com/?uri=spotify:track:46IdjlVO3EmaMqooXZ1Hcu,"Wat U Mean (Aye, Aye, Aye)",,12,2016-10-22
4382,YFN Lucci Featuring Migos & Trouble,+3,86,70,83,0sHxp844QRmAnmTRObE2qM,https://embed.spotify.com/?uri=spotify:track:0sHxp844QRmAnmTRObE2qM,Key To The Streets,http://cache.vevo.com/assets/html/embed.html?video=USUYG1105362&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-22
4383,Fitz And The Tantrums,+5,89,55,84,0y3fi7fknIXOxnkbUgzT3n,https://embed.spotify.com/?uri=spotify:track:0y3fi7fknIXOxnkbUgzT3n,HandClap,http://cache.vevo.com/assets/html/embed.html?video=USATV1600082&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-22
4384,Kehlani,+10,95,85,85,7xsktt3inEVSrjzPg5S0ce,https://embed.spotify.com/?uri=spotify:track:7xsktt3inEVSrjzPg5S0ce,CRZY,http://cache.vevo.com/assets/html/embed.html?video=USATV1601244&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-22
4385,Sam Hunt,-6,80,45,86,5BbYPT6ehZf0hSv2su6JAl,https://embed.spotify.com/?uri=spotify:track:5BbYPT6ehZf0hSv2su6JAl,Make You Miss Me,,19,2016-10-22
4386,Grace Featuring G-Eazy,Re-Entry,0,57,87,2CpH1L4CUR47RARB3PgY1l,https://embed.spotify.com/?uri=spotify:track:2CpH1L4CUR47RARB3PgY1l,You Don't Own Me,,19,2016-10-22
4387,ScHoolboy Q Featuring Kanye West,-5,83,40,88,0X196cAoW63CLQEL21Prh0,https://embed.spotify.com/?uri=spotify:track:0X196cAoW63CLQEL21Prh0,THat Part,http://cache.vevo.com/assets/html/embed.html?video=USUV71601603&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-10-22
4388,Zay Hilfigerrr & Zayion McCall,Re-Entry,0,5,89,1lItf5ZXJc1by9SbPeljFd,https://embed.spotify.com/?uri=spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),http://cache.vevo.com/assets/html/embed.html?video=USATV1601824&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-22
4389,DJ Khaled Featuring Jay Z & Future,-9,81,30,90,51Nwg5wCDDiqcTntgJUlLo,https://embed.spotify.com/?uri=spotify:track:51Nwg5wCDDiqcTntgJUlLo,I Got The Keys,http://cache.vevo.com/assets/html/embed.html?video=USSM21601030&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-10-22
4390,Solange Featuring Sampha,New,0,91,91,2TyCAfhwu5tRqFW8VnGMIL,https://embed.spotify.com/?uri=spotify:track:2TyCAfhwu5tRqFW8VnGMIL,Don't Touch My Hair,http://cache.vevo.com/assets/html/embed.html?video=USSM21601549&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-22
4391,Old Dominion,0,92,59,92,7px4t7HGiuMUvFkEOpZEwp,https://embed.spotify.com/?uri=spotify:track:7px4t7HGiuMUvFkEOpZEwp,Song For Another Time,http://cache.vevo.com/assets/html/embed.html?video=USRV51600028&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-22
4392,Frenship & Emily Warren,+1,94,78,93,,,Capsize,http://cache.vevo.com/assets/html/embed.html?video=USSM21601726&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-22
4393,CL,New,0,94,94,2poiceiOgHN4oH0fKwvwNY,https://embed.spotify.com/?uri=spotify:track:2poiceiOgHN4oH0fKwvwNY,LIFTED,,1,2016-10-22
4394,Kehlani,-7,88,41,95,1W7zkKgRv9mrLbfdQ8XyH3,https://embed.spotify.com/?uri=spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,Gangsta,,9,2016-10-22
4395,Travis Scott,-5,91,73,96,6gBFPUFcJLzWGx4lenP6h2,https://embed.spotify.com/?uri=spotify:track:6gBFPUFcJLzWGx4lenP6h2,Goosebumps,,4,2016-10-22
4396,Andy Grammer,New,0,59,97,4nMlau89VAjmV7agkl7OY3,https://embed.spotify.com/?uri=spotify:track:4nMlau89VAjmV7agkl7OY3,Fresh Eyes,,1,2016-10-22
4397,Brett Eldredge,New,0,46,98,1XazlqB4YAtvouCmJPWXlM,https://embed.spotify.com/?uri=spotify:track:1XazlqB4YAtvouCmJPWXlM,Wanna Be That Song,http://cache.vevo.com/assets/html/embed.html?video=USATV1601120&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-22
4398,YG Featuring Drake & Kamaiyah,-9,90,62,99,1ffT2FC35n20u3TWyoomXP,https://embed.spotify.com/?uri=spotify:track:1ffT2FC35n20u3TWyoomXP,Why You Always Hatin?,http://cache.vevo.com/assets/html/embed.html?video=USUV71601357&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-10-22
4399,The Game Featuring Jeremih,New,0,79,100,6sBrsM5A2PWMPk2BusPTtV,https://embed.spotify.com/?uri=spotify:track:6sBrsM5A2PWMPk2BusPTtV,All Eyez,http://cache.vevo.com/assets/html/embed.html?video=USKO11090697&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-22
4400,The Chainsmokers Featuring Halsey,0,1,1,1,7BKLCZ1jbUBVqRi2FVlTVw,https://embed.spotify.com/?uri=spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,http://cache.vevo.com/assets/html/embed.html?video=USQX91602043&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-10-29
4401,The Weeknd Featuring Daft Punk,0,2,1,2,2IY7eOUDjw2ArKYxKa2jXc,https://embed.spotify.com/?uri=spotify:track:2IY7eOUDjw2ArKYxKa2jXc,Starboy,http://cache.vevo.com/assets/html/embed.html?video=USUMV1600416&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-29
4402,twenty one pilots,0,3,2,3,6i0V12jOa3mr6uu4WYhUBr,https://embed.spotify.com/?uri=spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,,17,2016-10-29
4403,DJ Snake Featuring Justin Bieber,+1,5,4,4,0lYBSQXN6rCTvUZvg9S0lU,https://embed.spotify.com/?uri=spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,,10,2016-10-29
4404,Bruno Mars,Hot Shot Debut,0,4,5,2gFvRmQiWg9fN9i74Q0aiw,https://embed.spotify.com/?uri=spotify:track:2gFvRmQiWg9fN9i74Q0aiw,24K Magic,http://cache.vevo.com/assets/html/embed.html?video=USATV1601750&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4405,D.R.A.M. Featuring Lil Yachty,0,6,5,6,0qy5D3OJre7SPJNMOL9I71,https://embed.spotify.com/?uri=spotify:track:0qy5D3OJre7SPJNMOL9I71,Broccoli,,18,2016-10-29
4406,Major Lazer Featuring Justin Bieber & MO,-3,4,2,7,7zsXy7vlHdItvUSH8EwQss,https://embed.spotify.com/?uri=spotify:track:7zsXy7vlHdItvUSH8EwQss,Cold Water,,12,2016-10-29
4407,Shawn Mendes,-1,7,6,8,1mSlftOO1dlDRXAyOE0Sbd,https://embed.spotify.com/?uri=spotify:track:1mSlftOO1dlDRXAyOE0Sbd,Treat You Better,http://cache.vevo.com/assets/html/embed.html?video=USUV71601543&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-10-29
4408,Sia Featuring Sean Paul,-1,8,1,9,7BPw9h8vCIX94N0rjFU12S,https://embed.spotify.com/?uri=spotify:track:7BPw9h8vCIX94N0rjFU12S,Cheap Thrills,,35,2016-10-29
4409,Ariana Grande Featuring Nicki Minaj,+2,12,4,10,1pKeFVVUOPjFsOABub0OaV,https://embed.spotify.com/?uri=spotify:track:1pKeFVVUOPjFsOABub0OaV,Side To Side,http://cache.vevo.com/assets/html/embed.html?video=USUV71601190&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-29
4410,Zay Hilfigerrr & Zayion McCall,+78,89,5,11,1lItf5ZXJc1by9SbPeljFd,https://embed.spotify.com/?uri=spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),http://cache.vevo.com/assets/html/embed.html?video=USATV1601824&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-29
4411,gnash Featuring Olivia O'Brien,-2,10,10,12,7vRriwrloYVaoAe3a9wJHe,https://embed.spotify.com/?uri=spotify:track:7vRriwrloYVaoAe3a9wJHe,I Hate U I Love U,,26,2016-10-29
4412,The Chainsmokers Featuring Daya,-4,9,3,13,1i1fxkWeaMmKEB4T7zqbzK,https://embed.spotify.com/?uri=spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,http://cache.vevo.com/assets/html/embed.html?video=USQX91600425&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,35,2016-10-29
4413,Calvin Harris Featuring Rihanna,-3,11,3,14,0azC730Exh71aQlOt9Zj3y,https://embed.spotify.com/?uri=spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,,24,2016-10-29
4414,Kiiara,-2,13,13,15,6WhzFzROw3aq3rPWjgYlxr,https://embed.spotify.com/?uri=spotify:track:6WhzFzROw3aq3rPWjgYlxr,Gold,http://cache.vevo.com/assets/html/embed.html?video=USATV1501745&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,21,2016-10-29
4415,twenty one pilots,-2,14,5,16,2Z8WuEywRWYTKe1NybPQEW,https://embed.spotify.com/?uri=spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,http://cache.vevo.com/assets/html/embed.html?video=USATV1500519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,31,2016-10-29
4416,Drake Featuring WizKid & Kyla,-1,16,1,17,11hqMWwX7sF3sOGdtijofF,https://embed.spotify.com/?uri=spotify:track:11hqMWwX7sF3sOGdtijofF,One Dance,,28,2016-10-29
4417,Rihanna,-3,15,7,18,3kfxarilcBr81mb2hmZLeh,https://embed.spotify.com/?uri=spotify:track:3kfxarilcBr81mb2hmZLeh,Needed Me,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690018&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,37,2016-10-29
4418,Adele,-2,17,8,19,70uEe3Key95fjdHfcf5ELt,https://embed.spotify.com/?uri=spotify:track:70uEe3Key95fjdHfcf5ELt,Send My Love (To Your New Lover),,22,2016-10-29
4419,Hailee Steinfeld & Grey Featuring Zedd,0,20,12,20,6DG2g1UhROp5pnM8fx7zH2,https://embed.spotify.com/?uri=spotify:track:6DG2g1UhROp5pnM8fx7zH2,Starving,http://cache.vevo.com/assets/html/embed.html?video=USUV71601940&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-10-29
4420,Tory Lanez,+1,22,19,21,52wTKeWYVIAtSESw0haRB1,https://embed.spotify.com/?uri=spotify:track:52wTKeWYVIAtSESw0haRB1,Luv,http://cache.vevo.com/assets/html/embed.html?video=USUV71601772&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-10-29
4421,Justin Timberlake,+1,23,1,22,6JV2JOEocMgcZxYSZelKcc,https://embed.spotify.com/?uri=spotify:track:6JV2JOEocMgcZxYSZelKcc,Can't Stop The Feeling!,,23,2016-10-29
4422,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",+1,24,15,23,4dASQiO1Eoo3RJvt74FtXB,https://embed.spotify.com/?uri=spotify:track:4dASQiO1Eoo3RJvt74FtXB,Sucker For Pain,,16,2016-10-29
4423,Drake Featuring Rihanna,-5,19,14,24,7fJtPlEZKxu6gvkfBFc5tW,https://embed.spotify.com/?uri=spotify:track:7fJtPlEZKxu6gvkfBFc5tW,Too Good,,24,2016-10-29
4424,Sia Featuring Kendrick Lamar,+2,27,18,25,3XIIOCu6B8PuGq5j61asEM,https://embed.spotify.com/?uri=spotify:track:3XIIOCu6B8PuGq5j61asEM,The Greatest,http://cache.vevo.com/assets/html/embed.html?video=USRV81600544&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-10-29
4425,Charlie Puth Featuring Selena Gomez,-5,21,9,26,06KyNuuMOX1ROXRhj787tj,https://embed.spotify.com/?uri=spotify:track:06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,,19,2016-10-29
4426,Coldplay,-1,26,25,27,3RiPr603aXAoi4GHyXx0uy,https://embed.spotify.com/?uri=spotify:track:3RiPr603aXAoi4GHyXx0uy,Hymn For The Weekend,http://cache.vevo.com/assets/html/embed.html?video=GB0401600006&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-10-29
4427,Young M.A,+1,29,19,28,0D21XvHcVsIvJM6FcGY2BT,https://embed.spotify.com/?uri=spotify:track:0D21XvHcVsIvJM6FcGY2BT,OOOUUU,,7,2016-10-29
4428,X Ambassadors,+1,30,20,29,7lGKEWMXVWWTt3X71Bv44I,https://embed.spotify.com/?uri=spotify:track:7lGKEWMXVWWTt3X71Bv44I,Unsteady,http://cache.vevo.com/assets/html/embed.html?video=USUV71502515&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-10-29
4429,Calvin Harris,-2,28,24,30,1vvNmPOiUuyCbgWmtc6yfm,https://embed.spotify.com/?uri=spotify:track:1vvNmPOiUuyCbgWmtc6yfm,My Way,,4,2016-10-29
4430,Daya,+1,32,28,31,1sSNWjLtY4GwyhqAwAnPD9,https://embed.spotify.com/?uri=spotify:track:1sSNWjLtY4GwyhqAwAnPD9,"Sit Still, Look Pretty",http://cache.vevo.com/assets/html/embed.html?video=QM3EH1500036&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-10-29
4431,Desiigner,+1,33,1,32,6r2jK1A6oFRPREZfxjc5d1,https://embed.spotify.com/?uri=spotify:track:6r2jK1A6oFRPREZfxjc5d1,Panda,http://cache.vevo.com/assets/html/embed.html?video=USUV71601287&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,34,2016-10-29
4432,Rae Sremmurd Featuring Gucci Mane,+5,38,1,33,6fujklziTHa8uoM5OQSfIo,https://embed.spotify.com/?uri=spotify:track:6fujklziTHa8uoM5OQSfIo,Black Beatles,http://cache.vevo.com/assets/html/embed.html?video=USUV71602395&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-29
4433,Ariana Grande,-3,31,13,34,3AnwddQhBCSDUwlvbRGyDA,https://embed.spotify.com/?uri=spotify:track:3AnwddQhBCSDUwlvbRGyDA,Into You,http://cache.vevo.com/assets/html/embed.html?video=USUV71601187&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-10-29
4434,Amine,+9,44,11,35,34dVqrAW35mn6dpgfzntOS,https://embed.spotify.com/?uri=spotify:track:34dVqrAW35mn6dpgfzntOS,Caroline,,6,2016-10-29
4435,Kenny Chesney Featuring P!nk,-2,34,29,36,4I5azUh7XiUcjFzAZUPfzX,https://embed.spotify.com/?uri=spotify:track:4I5azUh7XiUcjFzAZUPfzX,Setting The World On Fire,http://cache.vevo.com/assets/html/embed.html?video=US6XF1600033&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-10-29
4436,Desiigner,-2,35,34,37,5azuYJZsobD2XRlGvStL2s,https://embed.spotify.com/?uri=spotify:track:5azuYJZsobD2XRlGvStL2s,Tiimmy Turner,,12,2016-10-29
4437,The Chainsmokers Featuring Phoebe Ryan,-20,18,18,38,2rizacJSyD9S1IQUxUxnsK,https://embed.spotify.com/?uri=spotify:track:2rizacJSyD9S1IQUxUxnsK,All We Know,http://cache.vevo.com/assets/html/embed.html?video=USQX91602583&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-29
