,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
4438,Martin Garrix & Bebe Rexha,+2,41,39,39,23L5CiUhw2jV1OIMwthR3S,https://embed.spotify.com/?uri=spotify:track:23L5CiUhw2jV1OIMwthR3S,In The Name Of Love,,9,2016-10-29
4439,Keith Urban,+5,45,24,40,6wycnu8FWXsj68ig7BEot9,https://embed.spotify.com/?uri=spotify:track:6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,http://cache.vevo.com/assets/html/embed.html?video=USUV71601529&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-29
4440,DJ Khaled Featuring Drake,-4,37,13,41,4JDZl9nKIAhAhDjw753u4X,https://embed.spotify.com/?uri=spotify:track:4JDZl9nKIAhAhDjw753u4X,For Free,,19,2016-10-29
4441,Alessia Cara,+4,46,12,42,0wI7QkCcs8FUQE1OkXUIqd,https://embed.spotify.com/?uri=spotify:track:0wI7QkCcs8FUQE1OkXUIqd,Scars To Your Beautiful,http://cache.vevo.com/assets/html/embed.html?video=USUV71501943&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-29
4442,Drake,-7,36,16,43,4CpKEkdGbOJV51cSvx7SoG,https://embed.spotify.com/?uri=spotify:track:4CpKEkdGbOJV51cSvx7SoG,Controlla,,24,2016-10-29
4443,Rob $tone Featuring J. Davi$ & Spooks,-4,40,29,44,5uDASfU19gDxSjW8cnCaBp,https://embed.spotify.com/?uri=spotify:track:5uDASfU19gDxSjW8cnCaBp,Chill Bill,,11,2016-10-29
4444,Usher Featuring Young Thug,-6,39,32,45,2zbAyjb37iyx1TgBTyr1rI,https://embed.spotify.com/?uri=spotify:track:2zbAyjb37iyx1TgBTyr1rI,No Limit,http://cache.vevo.com/assets/html/embed.html?video=USRV81600360&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-10-29
4445,Fifth Harmony Featuring Ty Dolla $ign,-4,42,4,46,0SJPThTy7ynySPF4euczx7,https://embed.spotify.com/?uri=spotify:track:0SJPThTy7ynySPF4euczx7,Work From Home,http://cache.vevo.com/assets/html/embed.html?video=USSM21600386&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,33,2016-10-29
4446,Young Thug And Travis Scott Featuring Quavo,+1,48,43,47,4GXl8l1MfZPf2GvpyRPJBf,https://embed.spotify.com/?uri=spotify:track:4GXl8l1MfZPf2GvpyRPJBf,Pick Up The Phone,,9,2016-10-29
4447,"DJ Khaled Featuring Nicki Minaj, Chris Brown & August Alsina",+4,52,27,48,4VJ7mnW4wjjIgPBM6KWvPu,https://embed.spotify.com/?uri=spotify:track:4VJ7mnW4wjjIgPBM6KWvPu,Do You Mind,http://cache.vevo.com/assets/html/embed.html?video=USSM21601553&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-10-29
4448,Chance The Rapper Featuring Lil Wayne & 2 Chainz,+2,51,43,49,0v9Wz8o0BT8DU38R4ddjeH,https://embed.spotify.com/?uri=spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem,,21,2016-10-29
4449,P!nk,-7,43,10,50,7K5dzhGda2vRTaAWYI3hrb,https://embed.spotify.com/?uri=spotify:track:7K5dzhGda2vRTaAWYI3hrb,Just Like Fire,,26,2016-10-29
4450,Cole Swindell,+2,53,46,51,38gZVjeaeR3gcnCzziAxBm,https://embed.spotify.com/?uri=spotify:track:38gZVjeaeR3gcnCzziAxBm,Middle Of A Memory,http://cache.vevo.com/assets/html/embed.html?video=USWBV1600361&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-10-29
4451,LoCash,+6,58,52,52,7IRar8jTj26iBSeMzs2Fr8,https://embed.spotify.com/?uri=spotify:track:7IRar8jTj26iBSeMzs2Fr8,I Know Somebody,,7,2016-10-29
4452,Billy Currington,-3,50,44,53,2ULh6nNdjEs8kQB6Ry0HHY,https://embed.spotify.com/?uri=spotify:track:2ULh6nNdjEs8kQB6Ry0HHY,It Don't Hurt Like It Used To,,12,2016-10-29
4453,Niall Horan,-29,25,20,54,5dTJMpqiELczVuHJP3OAEu,https://embed.spotify.com/?uri=spotify:track:5dTJMpqiELczVuHJP3OAEu,This Town,,3,2016-10-29
4454,John Legend,New,0,23,55,6hdkw1wzhIRYPlYDUtCY5m,https://embed.spotify.com/?uri=spotify:track:6hdkw1wzhIRYPlYDUtCY5m,Love Me Now,http://cache.vevo.com/assets/html/embed.html?video=USSM21601580&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4455,Maroon 5 Featuring Kendrick Lamar,New,0,7,56,0AKejOKlGdiB53QpwAeenO,https://embed.spotify.com/?uri=spotify:track:0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,http://cache.vevo.com/assets/html/embed.html?video=USUV71603046&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4456,Lil Yachty,0,57,49,57,7MhuhTxD0YYbdziA8d5Q4U,https://embed.spotify.com/?uri=spotify:track:7MhuhTxD0YYbdziA8d5Q4U,1 Night,,10,2016-10-29
4457,Luke Bryan,-3,55,50,58,7JlZbmuxjHWadfiyLSX97D,https://embed.spotify.com/?uri=spotify:track:7JlZbmuxjHWadfiyLSX97D,Move,http://cache.vevo.com/assets/html/embed.html?video=USUV71601169&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-10-29
4458,Florida Georgia Line Featuring Tim McGraw,0,59,30,59,2cuGAe3C8BHJN57JASaS3P,https://embed.spotify.com/?uri=spotify:track:2cuGAe3C8BHJN57JASaS3P,May We All,http://cache.vevo.com/assets/html/embed.html?video=QM3E21602033&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-10-29
4459,Kanye West,-4,56,37,60,6QO46cJfmFvvCKUgauKOKS,https://embed.spotify.com/?uri=spotify:track:6QO46cJfmFvvCKUgauKOKS,Father Stretch My Hands Pt. 1,,23,2016-10-29
4460,Grace Featuring G-Eazy,+26,87,57,61,2CpH1L4CUR47RARB3PgY1l,https://embed.spotify.com/?uri=spotify:track:2CpH1L4CUR47RARB3PgY1l,You Don't Own Me,,20,2016-10-29
4461,PARTYNEXTDOOR Featuring Drake,+3,65,55,62,5KdhJG3BXUmLoO4JdycCPw,https://embed.spotify.com/?uri=spotify:track:5KdhJG3BXUmLoO4JdycCPw,Come And See Me,,15,2016-10-29
4462,Jason Aldean,+3,66,52,63,7aVgSjwudkZey7smIznis2,https://embed.spotify.com/?uri=spotify:track:7aVgSjwudkZey7smIznis2,A Little More Summertime,http://cache.vevo.com/assets/html/embed.html?video=US58E1692558&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-10-29
4463,Kanye West,-10,54,47,64,6zC8Ym9uvxbaVcp3Z9M3fL,https://embed.spotify.com/?uri=spotify:track:6zC8Ym9uvxbaVcp3Z9M3fL,Fade,http://cache.vevo.com/assets/html/embed.html?video=USUV71602564&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-10-29
4464,Kungs vs Cookin' On 3 Burners,-18,47,26,65,3YlrH4ydAKkxuej6F4Nnkl,https://embed.spotify.com/?uri=spotify:track:3YlrH4ydAKkxuej6F4Nnkl,This Girl,http://cache.vevo.com/assets/html/embed.html?video=FR1A91600096&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-10-29
4465,DJ ESCO Featuring Future & Lil Uzi Vert,+5,71,50,66,5oyUurs28XRagLa8lgm6V3,https://embed.spotify.com/?uri=spotify:track:5oyUurs28XRagLa8lgm6V3,Too Much Sauce,http://cache.vevo.com/assets/html/embed.html?video=USSM21601657&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-10-29
4466,Miranda Lambert,-3,64,47,67,63lHuquEopEUiwPy6VLxlb,https://embed.spotify.com/?uri=spotify:track:63lHuquEopEUiwPy6VLxlb,Vice,http://cache.vevo.com/assets/html/embed.html?video=US6XF1600031&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-10-29
4467,Brett Young,+2,70,47,68,0cPpeC9kkHF1SxE4mi3s8J,https://embed.spotify.com/?uri=spotify:track:0cPpeC9kkHF1SxE4mi3s8J,Sleep Without You,http://cache.vevo.com/assets/html/embed.html?video=QM3E21606000&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-29
4468,Tucker Beathard,-7,62,62,69,4plhHbrWLbmIDCLiqesqdq,https://embed.spotify.com/?uri=spotify:track:4plhHbrWLbmIDCLiqesqdq,Rock On,http://cache.vevo.com/assets/html/embed.html?video=USCJY1633023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-10-29
4469,Brad Paisley,New,0,70,70,1PB1crNoxv0Jezj0Y8LqO0,https://embed.spotify.com/?uri=spotify:track:1PB1crNoxv0Jezj0Y8LqO0,Today,http://cache.vevo.com/assets/html/embed.html?video=USAV61600029&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4470,21 Savage & Metro Boomin Featuring Future,+1,72,36,71,6fwdbPMwP1zVStm8FybmkO,https://embed.spotify.com/?uri=spotify:track:6fwdbPMwP1zVStm8FybmkO,X,,5,2016-10-29
4471,Lil Uzi Vert,-4,68,54,72,1QMCsDhbrqwBvDRXSaeh9r,https://embed.spotify.com/?uri=spotify:track:1QMCsDhbrqwBvDRXSaeh9r,Money Longer,http://cache.vevo.com/assets/html/embed.html?video=USATV1600819&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-10-29
4472,Lil Uzi Vert,+5,78,40,73,2ANLarE8yHVsLWW21nj79M,https://embed.spotify.com/?uri=spotify:track:2ANLarE8yHVsLWW21nj79M,You Was Right,http://cache.vevo.com/assets/html/embed.html?video=USATV1601008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-10-29
4473,YFN Lucci Featuring Migos & Trouble,+9,83,70,74,0sHxp844QRmAnmTRObE2qM,https://embed.spotify.com/?uri=spotify:track:0sHxp844QRmAnmTRObE2qM,Key To The Streets,http://cache.vevo.com/assets/html/embed.html?video=USUYG1105362&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-29
4474,Dierks Bentley Featuring Elle King,-8,67,42,75,0iIReFSw0XoZ61SDy5uaqU,https://embed.spotify.com/?uri=spotify:track:0iIReFSw0XoZ61SDy5uaqU,Different For Girls,http://cache.vevo.com/assets/html/embed.html?video=USUV71601528&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-10-29
4475,Lady Gaga,New,0,52,76,4uhlD1p3hKRI9PLH8qX0fn,https://embed.spotify.com/?uri=spotify:track:4uhlD1p3hKRI9PLH8qX0fn,Million Reasons,http://cache.vevo.com/assets/html/embed.html?video=USUV71603712&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4476,Piko-Taro,New,0,77,77,2hvTiczp42jKh5YlM8KJD4,https://embed.spotify.com/?uri=spotify:track:2hvTiczp42jKh5YlM8KJD4,PPAP (Pen-Pineapple-Apple-Pen),http://cache.vevo.com/assets/html/embed.html?video=JPB681603662&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4477,William Michael Morgan,-17,61,60,78,0pgDGl7cwvwRPxWOlUcJie,https://embed.spotify.com/?uri=spotify:track:0pgDGl7cwvwRPxWOlUcJie,I Met A Girl,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500994&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-10-29
4478,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",-2,77,77,79,3CBjt0dsLlaz9h2OodDYAW,https://embed.spotify.com/?uri=spotify:track:3CBjt0dsLlaz9h2OodDYAW,Wishing,http://cache.vevo.com/assets/html/embed.html?video=USKO11090670&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-10-29
4479,Fitz And The Tantrums,+4,84,55,80,0y3fi7fknIXOxnkbUgzT3n,https://embed.spotify.com/?uri=spotify:track:0y3fi7fknIXOxnkbUgzT3n,HandClap,http://cache.vevo.com/assets/html/embed.html?video=USATV1600082&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-29
4480,Old Dominion,+11,92,59,81,7px4t7HGiuMUvFkEOpZEwp,https://embed.spotify.com/?uri=spotify:track:7px4t7HGiuMUvFkEOpZEwp,Song For Another Time,http://cache.vevo.com/assets/html/embed.html?video=USRV51600028&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-29
4481,Jon Bellion,New,0,16,82,5wQRNkb7OhzJoT1P0OZ4Rw,https://embed.spotify.com/?uri=spotify:track:5wQRNkb7OhzJoT1P0OZ4Rw,All Time Low,,1,2016-10-29
4482,Beyonce,-2,81,13,83,63FzG2Tj8GyK7pkEBKXZPM,https://embed.spotify.com/?uri=spotify:track:63FzG2Tj8GyK7pkEBKXZPM,Hold Up,,11,2016-10-29
4483,Andy Grammer,+13,97,59,84,4nMlau89VAjmV7agkl7OY3,https://embed.spotify.com/?uri=spotify:track:4nMlau89VAjmV7agkl7OY3,Fresh Eyes,,2,2016-10-29
4484,Zara Larsson,New,0,76,85,4nA0biSjtvOL41Hd9MBXqR,https://embed.spotify.com/?uri=spotify:track:4nA0biSjtvOL41Hd9MBXqR,Ain't My Fault,http://cache.vevo.com/assets/html/embed.html?video=USSM21601563&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4485,Dae Dae,-4,82,66,86,46IdjlVO3EmaMqooXZ1Hcu,https://embed.spotify.com/?uri=spotify:track:46IdjlVO3EmaMqooXZ1Hcu,"Wat U Mean (Aye, Aye, Aye)",,13,2016-10-29
4486,Marc E. Bassy Featuring G-Eazy,-12,75,58,87,0qRZ9ydGdzeVk3S01pLGoJ,https://embed.spotify.com/?uri=spotify:track:0qRZ9ydGdzeVk3S01pLGoJ,You & Me,,14,2016-10-29
4487,Fifth Harmony Featuring Fetty Wap,-9,79,24,88,7nD9nN3jord9wWcfW3Gkcm,https://embed.spotify.com/?uri=spotify:track:7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex),http://cache.vevo.com/assets/html/embed.html?video=USSM21600924&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,17,2016-10-29
4488,Shawn Mendes,-13,76,17,89,1oHCgpheYhmhQbhCmbhpWn,https://embed.spotify.com/?uri=spotify:track:1oHCgpheYhmhQbhCmbhpWn,Mercy,http://cache.vevo.com/assets/html/embed.html?video=USUV71602267&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-29
4489,Kehlani,-5,85,85,90,7xsktt3inEVSrjzPg5S0ce,https://embed.spotify.com/?uri=spotify:track:7xsktt3inEVSrjzPg5S0ce,CRZY,http://cache.vevo.com/assets/html/embed.html?video=USATV1601244&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-29
4490,Frenship & Emily Warren,+2,93,78,91,,,Capsize,http://cache.vevo.com/assets/html/embed.html?video=USSM21601726&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-10-29
4491,ScHoolboy Q Featuring Kanye West,-4,88,40,92,0X196cAoW63CLQEL21Prh0,https://embed.spotify.com/?uri=spotify:track:0X196cAoW63CLQEL21Prh0,THat Part,http://cache.vevo.com/assets/html/embed.html?video=USUV71601603&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-10-29
4492,Brett Eldredge,+5,98,46,93,1XazlqB4YAtvouCmJPWXlM,https://embed.spotify.com/?uri=spotify:track:1XazlqB4YAtvouCmJPWXlM,Wanna Be That Song,http://cache.vevo.com/assets/html/embed.html?video=USATV1601120&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-29
4493,Kelsea Ballerini,-14,80,35,94,2wqXQjOmQ9KoBm9Ssgt4Fo,https://embed.spotify.com/?uri=spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo,Peter Pan,http://cache.vevo.com/assets/html/embed.html?video=USS9T1600022&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-10-29
4494,Lady Gaga,-26,69,15,95,66dMATdBD3yBL8RjoGVuxf,https://embed.spotify.com/?uri=spotify:track:66dMATdBD3yBL8RjoGVuxf,Perfect Illusion,http://cache.vevo.com/assets/html/embed.html?video=USUV71602754&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-10-29
4495,OneRepublic,New,0,96,96,4KH2V5CGcMeWFI7AciTmbZ,https://embed.spotify.com/?uri=spotify:track:4KH2V5CGcMeWFI7AciTmbZ,Kids,http://cache.vevo.com/assets/html/embed.html?video=USUV71602624&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-10-29
4496,"Artists Of Then, Now & Forever",-24,73,21,97,3WWVDPjihd1VITBLF10nha,https://embed.spotify.com/?uri=spotify:track:3WWVDPjihd1VITBLF10nha,Forever Country,http://cache.vevo.com/assets/html/embed.html?video=USUMV1600430&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-10-29
4497,DJ Khaled Featuring Jay Z & Future,-8,90,30,98,51Nwg5wCDDiqcTntgJUlLo,https://embed.spotify.com/?uri=spotify:track:51Nwg5wCDDiqcTntgJUlLo,I Got The Keys,http://cache.vevo.com/assets/html/embed.html?video=USSM21601030&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-10-29
4498,Solange,-25,74,74,99,48EjSdYh8wz2gBxxqzrsLe,https://embed.spotify.com/?uri=spotify:track:48EjSdYh8wz2gBxxqzrsLe,Cranes In The Sky,http://cache.vevo.com/assets/html/embed.html?video=USSM21601548&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-10-29
4499,Kehlani,-5,95,41,100,1W7zkKgRv9mrLbfdQ8XyH3,https://embed.spotify.com/?uri=spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,Gangsta,,10,2016-10-29
4500,The Chainsmokers Featuring Halsey,0,1,1,1,7BKLCZ1jbUBVqRi2FVlTVw,https://embed.spotify.com/?uri=spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,http://cache.vevo.com/assets/html/embed.html?video=USQX91602043&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-11-05
4501,The Weeknd Featuring Daft Punk,0,2,1,2,2IY7eOUDjw2ArKYxKa2jXc,https://embed.spotify.com/?uri=spotify:track:2IY7eOUDjw2ArKYxKa2jXc,Starboy,http://cache.vevo.com/assets/html/embed.html?video=USUMV1600416&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-11-05
4502,twenty one pilots,0,3,2,3,6i0V12jOa3mr6uu4WYhUBr,https://embed.spotify.com/?uri=spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,,18,2016-11-05
4503,DJ Snake Featuring Justin Bieber,0,4,4,4,0lYBSQXN6rCTvUZvg9S0lU,https://embed.spotify.com/?uri=spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,,11,2016-11-05
4504,D.R.A.M. Featuring Lil Yachty,+1,6,5,5,0qy5D3OJre7SPJNMOL9I71,https://embed.spotify.com/?uri=spotify:track:0qy5D3OJre7SPJNMOL9I71,Broccoli,,19,2016-11-05
4505,Bruno Mars,-1,5,4,6,2gFvRmQiWg9fN9i74Q0aiw,https://embed.spotify.com/?uri=spotify:track:2gFvRmQiWg9fN9i74Q0aiw,24K Magic,http://cache.vevo.com/assets/html/embed.html?video=USATV1601750&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-11-05
4506,Major Lazer Featuring Justin Bieber & MO,0,7,2,7,7zsXy7vlHdItvUSH8EwQss,https://embed.spotify.com/?uri=spotify:track:7zsXy7vlHdItvUSH8EwQss,Cold Water,,13,2016-11-05
4507,Ariana Grande Featuring Nicki Minaj,+2,10,4,8,1pKeFVVUOPjFsOABub0OaV,https://embed.spotify.com/?uri=spotify:track:1pKeFVVUOPjFsOABub0OaV,Side To Side,http://cache.vevo.com/assets/html/embed.html?video=USUV71601190&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-11-05
4508,Maroon 5 Featuring Kendrick Lamar,+47,56,7,9,0AKejOKlGdiB53QpwAeenO,https://embed.spotify.com/?uri=spotify:track:0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,http://cache.vevo.com/assets/html/embed.html?video=USUV71603046&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-11-05
4509,Shawn Mendes,-2,8,6,10,1mSlftOO1dlDRXAyOE0Sbd,https://embed.spotify.com/?uri=spotify:track:1mSlftOO1dlDRXAyOE0Sbd,Treat You Better,http://cache.vevo.com/assets/html/embed.html?video=USUV71601543&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-11-05
4510,gnash Featuring Olivia O'Brien,+1,12,10,11,7vRriwrloYVaoAe3a9wJHe,https://embed.spotify.com/?uri=spotify:track:7vRriwrloYVaoAe3a9wJHe,I Hate U I Love U,,27,2016-11-05
4511,Sia Featuring Sean Paul,-3,9,1,12,7BPw9h8vCIX94N0rjFU12S,https://embed.spotify.com/?uri=spotify:track:7BPw9h8vCIX94N0rjFU12S,Cheap Thrills,,36,2016-11-05
4512,Zay Hilfigerrr & Zayion McCall,-2,11,5,13,1lItf5ZXJc1by9SbPeljFd,https://embed.spotify.com/?uri=spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),http://cache.vevo.com/assets/html/embed.html?video=USATV1601824&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-11-05
4513,Kiiara,+1,15,13,14,6WhzFzROw3aq3rPWjgYlxr,https://embed.spotify.com/?uri=spotify:track:6WhzFzROw3aq3rPWjgYlxr,Gold,http://cache.vevo.com/assets/html/embed.html?video=USATV1501745&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-11-05
4514,The Chainsmokers Featuring Daya,-2,13,3,15,1i1fxkWeaMmKEB4T7zqbzK,https://embed.spotify.com/?uri=spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,http://cache.vevo.com/assets/html/embed.html?video=USQX91600425&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,36,2016-11-05
4515,twenty one pilots,0,16,5,16,2Z8WuEywRWYTKe1NybPQEW,https://embed.spotify.com/?uri=spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,http://cache.vevo.com/assets/html/embed.html?video=USATV1500519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,32,2016-11-05
4516,Calvin Harris Featuring Rihanna,-3,14,3,17,0azC730Exh71aQlOt9Zj3y,https://embed.spotify.com/?uri=spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,,25,2016-11-05
4517,Hailee Steinfeld & Grey Featuring Zedd,+2,20,12,18,6DG2g1UhROp5pnM8fx7zH2,https://embed.spotify.com/?uri=spotify:track:6DG2g1UhROp5pnM8fx7zH2,Starving,http://cache.vevo.com/assets/html/embed.html?video=USUV71601940&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-11-05
4518,Justin Timberlake,+3,22,1,19,6JV2JOEocMgcZxYSZelKcc,https://embed.spotify.com/?uri=spotify:track:6JV2JOEocMgcZxYSZelKcc,Can't Stop The Feeling!,,24,2016-11-05
4519,Tory Lanez,+1,21,19,20,52wTKeWYVIAtSESw0haRB1,https://embed.spotify.com/?uri=spotify:track:52wTKeWYVIAtSESw0haRB1,Luv,http://cache.vevo.com/assets/html/embed.html?video=USUV71601772&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,17,2016-11-05
4520,Young M.A,+7,28,19,21,0D21XvHcVsIvJM6FcGY2BT,https://embed.spotify.com/?uri=spotify:track:0D21XvHcVsIvJM6FcGY2BT,OOOUUU,,8,2016-11-05
4521,Rae Sremmurd Featuring Gucci Mane,+11,33,1,22,6fujklziTHa8uoM5OQSfIo,https://embed.spotify.com/?uri=spotify:track:6fujklziTHa8uoM5OQSfIo,Black Beatles,http://cache.vevo.com/assets/html/embed.html?video=USUV71602395&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-11-05
4522,Drake Featuring WizKid & Kyla,-6,17,1,23,11hqMWwX7sF3sOGdtijofF,https://embed.spotify.com/?uri=spotify:track:11hqMWwX7sF3sOGdtijofF,One Dance,,29,2016-11-05
4523,Adele,-5,19,8,24,70uEe3Key95fjdHfcf5ELt,https://embed.spotify.com/?uri=spotify:track:70uEe3Key95fjdHfcf5ELt,Send My Love (To Your New Lover),,23,2016-11-05
4524,Sia Featuring Kendrick Lamar,0,25,18,25,3XIIOCu6B8PuGq5j61asEM,https://embed.spotify.com/?uri=spotify:track:3XIIOCu6B8PuGq5j61asEM,The Greatest,http://cache.vevo.com/assets/html/embed.html?video=USRV81600544&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-11-05
4525,Rihanna,-8,18,7,26,3kfxarilcBr81mb2hmZLeh,https://embed.spotify.com/?uri=spotify:track:3kfxarilcBr81mb2hmZLeh,Needed Me,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690018&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,38,2016-11-05
4526,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",-4,23,15,27,4dASQiO1Eoo3RJvt74FtXB,https://embed.spotify.com/?uri=spotify:track:4dASQiO1Eoo3RJvt74FtXB,Sucker For Pain,,17,2016-11-05
4527,Drake Featuring Rihanna,-4,24,14,28,7fJtPlEZKxu6gvkfBFc5tW,https://embed.spotify.com/?uri=spotify:track:7fJtPlEZKxu6gvkfBFc5tW,Too Good,,25,2016-11-05
